category,name,brand,flavor,flavor_simp,num_flavors,servings,rating,flavorrating,reviews,price,priceperserving,calories,fat_g,carbs_g,protein_g,dietary_fiber_g,cholesterol_mg,sugar_g
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,strawberry,berry,1,30,9.0,8.9,528,34.99,1.17,120,0.5,2.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,vanilla,vanilla,1,30,9.0,8.0,528,34.99,1.17,110,0.0,1.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,banana,banana,1,75,9.0,8.8,528,71.24,0.95,110,0.0,1.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,chocolate,chocolate,1,75,9.0,8.8,528,71.24,0.95,110,0.0,1.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,chocolate mint,chocolate,2,75,9.0,6.3,528,71.24,0.95,110,0.0,1.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,chocolate peanut butter,chocolate,3,75,9.0,8.4,528,71.24,0.95,120,0.5,2.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,cookies & cream,other,3,75,9.0,7.8,528,71.24,0.95,120,0.0,2.0,27.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,strawberry,berry,1,75,9.0,8.9,528,71.24,0.95,120,0.5,2.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoFlex,Allmax Nutrition,vanilla,vanilla,1,75,9.0,8.0,528,71.24,0.95,110,0.0,1.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Premium Gold Whey Protein,MuscleTech,double rich chocolate,chocolate,3,30,9.6,9.4,936,27.99,0.93,130,2.0,3.0,24.0,0.0,60.0,0.0
WHEY PROTEIN ISOLATE,Premium Gold Whey Protein,MuscleTech,vanilla ice cream,vanilla,3,30,9.6,9.5,936,27.99,0.93,130,2.0,3.0,24.0,0.0,65.0,0.0
WHEY PROTEIN ISOLATE,Natural Isopure 3 Lbs. Natural Vanilla,Isopure,natural vanilla,vanilla,2,22,8.6,9.0,31,47.99,2.18,230,1.0,6.0,50.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Native Fuel Whey Protein,Ascent,cappuccino,other,1,29,9.6,9.5,25,40.49,1.4,120,1.0,2.0,25.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Native Fuel Whey Protein,Ascent,chocolate,chocolate,1,27,9.6,9.1,25,40.49,1.4,120,1.0,3.0,25.0,0.0,20.0,0.0
WHEY PROTEIN ISOLATE,Native Fuel Whey Protein,Ascent,lemon sorbet,lemon_lime,2,29,9.6,9.4,25,40.49,1.4,120,1.0,2.0,25.0,0.0,20.0,0.0
WHEY PROTEIN ISOLATE,Native Fuel Whey Protein,Ascent,vanilla bean,vanilla,2,29,9.6,9.3,25,40.49,1.4,120,1.0,2.0,25.0,0.0,20.0,0.0
WHEY PROTEIN ISOLATE,Native Fuel Whey Protein,Ascent,chocolate,chocolate,1,54,9.6,9.1,25,65.24,1.21,120,1.0,3.0,25.0,0.0,20.0,0.0
WHEY PROTEIN ISOLATE,Whey Protein Isolate,NOW,creamy vanilla,vanilla,2,26,9.1,8.0,223,35.99,1.38,120,0.5,2.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Whey Protein Isolate,NOW,creamy vanilla,vanilla,2,71,9.1,8.0,223,75.99,1.1,120,0.5,2.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Whey Protein Isolate,NOW,natural unflavored,other,2,81,9.1,8.2,223,75.99,1.1,110,0.5,1.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Whey Protein Isolate,NOW,creamy vanilla,vanilla,2,142,9.1,8.0,223,129.99,0.92,0,0.5,2.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Whey Protein Isolate,NOW,dutch chocolate,chocolate,2,138,9.1,8.0,223,129.99,0.92,0,0.0,0.0,0.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Whey Protein Isolate,NOW,natural unflavored,other,2,162,9.1,8.2,223,129.99,0.92,110,0.5,1.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Combat 100% Isolate,MusclePharm,chocolate milk,chocolate,2,84,9.1,6.4,93,59.99,0.71,100,0.0,0.0,24.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Combat 100% Isolate,MusclePharm,vanilla,vanilla,1,84,9.1,6.9,93,59.99,0.71,100,0.0,0.0,24.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Cocotein 12 - 16 Fl. Oz. Glass Bottles Original Flavor,Isopure,original flavor,other,2,12,8.1,5.9,12,52.99,4.42,0,0.0,0.0,0.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Goatein Whey Protein Isolate,Alpha Lion,bulging banana,banana,2,25,8.1,10.0,4,47.99,1.92,116,1.0,2.7,25.0,0.0,5.6,0.0
WHEY PROTEIN ISOLATE,Goatein Whey Protein Isolate,Alpha Lion,chiseled chocolate,chocolate,2,25,8.1,6.5,4,47.99,1.92,116,1.0,2.7,25.0,0.0,5.6,0.0
WHEY PROTEIN ISOLATE,Goatein Whey Protein Isolate,Alpha Lion,vein poppin vanilla,vanilla,3,25,8.1,10.0,4,47.99,1.92,116,1.0,2.7,25.0,0.0,5.6,0.0
WHEY PROTEIN ISOLATE,Native Pro 100,RIVALUS,pure chocolate,chocolate,2,35,9.1,9.6,10,43.99,1.26,140,0.0,2.0,30.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Native Pro 100,RIVALUS,true vanilla,vanilla,2,35,9.1,9.1,10,43.99,1.26,130,0.0,1.0,30.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Clear Protein,FINAFLEX,peanut butter cookie,pb,3,63,9.2,1.0,34,45.1,0.72,130,1.5,3.0,25.0,0.0,45.0,0.0
WHEY PROTEIN ISOLATE,Clear Protein,FINAFLEX,double chocolate brownie,chocolate,3,62,9.2,5.5,34,46.99,0.76,130,1.5,4.0,25.0,0.0,45.0,0.0
WHEY PROTEIN ISOLATE,Clear Protein,FINAFLEX,frosted cinnamon churro,other,3,66,9.2,9.0,34,46.99,0.76,130,1.0,3.0,25.0,0.0,45.0,0.0
WHEY PROTEIN ISOLATE,Nitro-Tech Whey Protein Isolate,MuscleTech,milk chocolate,chocolate,2,28,7.3,6.5,46,31.99,1.14,100,0.0,0.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Nitro-Tech Whey Protein Isolate,MuscleTech,vanilla,vanilla,1,29,7.3,4.3,46,31.99,1.14,100,0.0,0.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Nitro-Tech Whey Protein Isolate,MuscleTech,milk chocolate,chocolate,2,77,7.3,6.5,46,74.99,0.97,100,0.0,0.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Nitro-Tech Whey Protein Isolate,MuscleTech,vanilla,vanilla,1,79,7.3,4.3,46,74.99,0.97,100,0.0,0.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Isotope Whey Protein Isolate,REDCON1,mint chocolate ice cream,chocolate,4,21,5.1,7.8,12,44.99,1.5,130,0.5,0.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Isotope Whey Protein Isolate,REDCON1,peanut butter chocolate,chocolate,3,21,5.1,3.7,12,44.99,1.5,130,0.5,0.0,25.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,Maxx Recovery 12/18 Fl. Oz. Bottles Fruit Punch,ABB,fruit punch,fruit,2,12,8.7,9.7,21,53.12,4.43,0,0.0,0.0,0.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Hero Bar,Quest Nutrition,chocolate caramel pecan,chocolate,3,10,9.1,7.7,9,24.99,2.5,200,9.0,28.0,16.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Hero Bar,Quest Nutrition,blueberry cobbler,berry,2,10,9.1,9.8,9,33.59,3.36,170,7.0,28.0,17.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Hero Bar,Quest Nutrition,vanilla caramel,vanilla,2,10,9.1,10.0,9,33.59,3.36,180,8.0,29.0,16.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Rival Whey,RIVALUS,chocolate peanut butter,chocolate,3,2,9.3,9.3,25,22.39,0.83,120,1.0,3.0,24.0,1.0,35.0,0.0
WHEY PROTEIN ISOLATE,Rival Whey,RIVALUS,soft-serve vanilla,vanilla,2,2,9.3,7.5,25,22.39,0.83,110,1.0,2.0,24.0,0.0,35.0,1.0
WHEY PROTEIN ISOLATE,Rival Whey,RIVALUS,soft-serve vanilla,vanilla,2,5,9.3,7.5,25,43.99,0.62,110,1.0,2.0,24.0,0.0,35.0,0.0
WHEY PROTEIN ISOLATE,Isolit,Primeval Labs,caramel latte,other,2,30,10.0,10.0,4,42.99,1.43,135,3.0,2.0,25.0,0.0,4.0,0.0
WHEY PROTEIN ISOLATE,Isolit,Primeval Labs,chocolate milk,chocolate,2,30,10.0,9.5,4,42.99,1.43,130,2.0,3.0,25.0,0.0,4.0,0.0
WHEY PROTEIN ISOLATE,Isolit,Primeval Labs,diner vanilla,vanilla,2,30,10.0,10.0,4,42.99,1.43,135,3.0,2.0,25.0,0.0,4.0,0.0
WHEY PROTEIN ISOLATE,Isolate WPI,Optimum Nutrition,chocolate shake,chocolate,2,67,8.8,8.7,6,90.99,1.36,120,1.0,3.0,25.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Isopure Natural RTD 12 - 16 FL. Oz. Bottles Grape Frost,Isopure,grape frost,other,2,12,10.0,10.0,1,48.79,4.07,110,0.0,6.0,20.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,100% Keto Food 14 Servings Vanilla Caramel,FINAFLEX,vanilla caramel,vanilla,2,14,3.0,3.0,1,26.99,1.93,180,16.0,1.0,10.0,0.0,5.0,0.0
WHEY PROTEIN ISOLATE,IsoNatural,Allmax Nutrition,chocolate,chocolate,1,2,8.6,8.2,82,37.59,1.3,120,0.5,3.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoNatural,Allmax Nutrition,vanilla,vanilla,1,2,8.6,9.0,82,39.99,1.38,110,0.0,2.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoNatural,Allmax Nutrition,chocolate,chocolate,1,5,8.6,8.2,82,71.99,0.99,120,0.5,3.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoNatural,Allmax Nutrition,natural,other,1,73,8.6,7.2,82,71.99,0.99,110,0.0,0.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,IsoNatural,Allmax Nutrition,vanilla,vanilla,1,5,8.6,9.0,82,71.99,0.99,110,0.0,2.0,27.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,chocolate cheesecake,chocolate,2,23,9.1,7.0,53,36.28,1.58,120,1.5,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,coconut cream,other,2,23,9.1,8.5,53,36.28,1.58,110,1.0,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,cookies n cream,other,3,23,9.1,9.9,53,36.28,1.58,120,1.0,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,mint chocolate chip,chocolate,3,23,9.1,9.3,53,36.28,1.58,120,1.5,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,strawberry milkshake,berry,2,23,9.1,8.8,53,36.28,1.58,120,1.0,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,triple chocolate,chocolate,2,23,9.1,6.8,53,36.28,1.58,120,1.0,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,vanilla ice cream,vanilla,3,23,9.1,9.4,53,36.28,1.58,110,1.0,1.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,banana cream,banana,2,73,9.1,9.5,53,90.63,1.24,110,1.0,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,cookies n cream,other,3,71,9.1,9.9,53,90.63,1.24,120,1.0,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,mint chocolate chip,chocolate,3,71,9.1,9.3,53,90.63,1.24,120,1.5,2.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Iso Surge,MUTANT,vanilla ice cream,vanilla,3,73,9.1,9.4,53,90.63,1.24,110,1.0,1.0,25.0,0.0,10.0,0.0
WHEY PROTEIN ISOLATE,Isolicious,CTD Sports,fruity cereal crunch,fruit,3,24,8.5,7.3,31,28.49,1.19,110,0.0,1.0,25.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Isolicious,CTD Sports,fruity cereal,fruit,2,62,8.5,10.0,31,65.99,1.12,110,0.0,1.0,25.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Ultra Iso Whey,Universal Nutrition,cookies & cream,other,3,30,8.8,9.0,28,30.49,1.02,110,0.0,2.0,25.0,0.0,2.0,0.0
WHEY PROTEIN ISOLATE,Ultra Iso Whey,Universal Nutrition,chocolate shake,chocolate,2,36,8.8,8.9,28,31.99,0.89,0,0.0,0.0,0.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Ultra Iso Whey,Universal Nutrition,vanilla shake,vanilla,2,36,8.8,9.3,28,31.99,0.89,0,0.0,0.0,0.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,Core PWO,Core Nutritionals,chocolate,chocolate,1,15,9.9,9.7,7,36.99,2.47,295,1.0,43.0,28.0,0.0,0.9,0.0
WHEY PROTEIN ISOLATE,Super Advanced Whey Protein,Body Fortress,chocolate,chocolate,1,2,8.0,7.5,444,37.99,2.11,200,5.0,8.0,30.0,0.0,125.0,0.0
WHEY PROTEIN ISOLATE,Super Advanced Whey Protein,Body Fortress,chocolate peanut butter,chocolate,3,2,8.0,8.1,444,37.99,2.11,190,4.5,9.0,30.0,0.0,105.0,0.0
WHEY PROTEIN ISOLATE,Super Advanced Whey Protein,Body Fortress,vanilla,vanilla,1,2,8.0,7.5,444,37.99,2.11,210,5.0,8.0,30.0,0.0,135.0,0.0
WHEY PROTEIN ISOLATE,Protein Powder,Quest Nutrition,chocolate milkshake,chocolate,2,45,8.5,8.9,92,44.99,1.0,110,1.0,3.0,22.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Protein Powder,Quest Nutrition,peanut butter,pb,2,45,8.5,9.1,92,44.99,1.0,110,1.5,2.0,24.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Protein Powder,Quest Nutrition,vanilla milkshake,vanilla,2,45,8.5,7.9,92,44.99,1.0,110,0.5,2.0,24.0,0.0,15.0,0.0
WHEY PROTEIN ISOLATE,Whey Isolate 1.5 Lbs. Decadent Chocolate,Six Star Pro Nutrition,decadent chocolate,chocolate,2,17,9.5,9.4,1053,32.99,1.83,150,2.5,3.0,30.0,0.0,80.0,0.0
WHEY PROTEIN ISOLATE,Core ISO,Core Nutritionals,peanut butter toffee,pb,3,48,9.7,9.4,12,80.99,1.69,110,1.0,1.0,24.0,0.0,1.0,0.0
WHEY PROTEIN ISOLATE,Core ISO,Core Nutritionals,chocolate decadence,chocolate,2,48,9.7,9.2,12,81.99,1.71,105,1.0,1.0,23.0,0.0,1.0,0.0
WHEY PROTEIN ISOLATE,Iso Whey Protein Powder,MFIT Supps,chocolate,chocolate,1,22,10.0,10.0,1,31.99,1.45,120,0.0,3.0,28.0,0.0,0.0,0.0
WHEY PROTEIN ISOLATE,100% Whey Protein,Evlution Nutrition,double rich chocolate,chocolate,3,56,9.4,9.1,127,48.74,0.87,150,2.0,6.0,25.0,0.0,95.0,0.0
WHEY PROTEIN ISOLATE,100% Whey Protein,Evlution Nutrition,vanilla ice cream,vanilla,3,58,9.4,9.8,127,48.74,0.87,150,2.0,8.0,25.0,0.0,95.0,0.0
MICELLAR CASEIN PROTEIN,Signature Casein,Bodybuilding.com Signature,chocolate,chocolate,1,55,9.1,7.7,32,39.99,0.73,120,1.0,3.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Signature Casein,Bodybuilding.com Signature,vanilla,vanilla,1,57,9.1,8.7,32,39.99,0.73,110,0.5,2.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,banana cream,banana,2,27,8.8,7.5,2612,34.99,1.3,120,0.5,3.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,chocolate peanut butter,chocolate,3,26,8.8,7.5,2612,34.99,1.3,120,1.0,4.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,chocolate supreme,chocolate,2,26,8.8,8.4,2612,34.99,1.3,120,1.0,4.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,cookies & cream,other,3,27,8.8,8.0,2612,34.99,1.3,120,1.0,3.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,creamy vanilla,vanilla,2,27,8.8,7.9,2612,34.99,1.3,120,0.5,3.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,strawberry cream,berry,2,27,8.8,6.6,2612,34.99,1.3,120,0.5,4.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,french vanilla,vanilla,2,24,8.8,7.8,2612,34.99,1.46,130,0.5,7.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,chocolate peanut butter,chocolate,3,53,8.8,7.5,2612,66.99,1.26,120,1.0,4.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,chocolate supreme,chocolate,2,53,8.8,8.4,2612,66.99,1.26,120,1.0,4.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,cookies & cream,other,3,54,8.8,8.0,2612,66.99,1.26,120,1.0,3.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,creamy vanilla,vanilla,2,54,8.8,7.9,2612,66.99,1.26,120,0.5,3.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Gold Standard 100% Casein Protein,Optimum Nutrition,french vanilla,vanilla,2,49,8.8,7.8,2612,66.99,1.4,130,0.5,7.0,24.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,Kasein Micellar Casein Isolate Protein,Kaged Muscle,chocolate shake,chocolate,2,2,8.9,9.0,164,34.99,1.4,130,0.5,4.0,0.0,0.0,20.0,1.0
MICELLAR CASEIN PROTEIN,Kasein Micellar Casein Isolate Protein,Kaged Muscle,vanilla shake,vanilla,2,2,8.9,8.3,164,34.99,1.4,120,0.5,3.0,0.0,0.0,20.0,1.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,chocolate fudge,chocolate,2,5,9.1,9.3,38,26.99,1.69,560,7.0,90.0,30.0,0.0,75.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,chocolate peanut butter,chocolate,3,5,9.1,4.0,38,26.99,1.69,560,6.0,95.0,30.0,0.0,90.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,cinnamon toast cereal,other,3,5,9.1,10.0,38,26.99,1.69,570,6.0,98.0,30.0,0.0,105.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,creamy vanilla,vanilla,2,5,9.1,8.2,38,26.99,1.69,560,7.0,90.0,30.0,0.0,75.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,creamy vanilla,vanilla,2,10,9.1,8.2,38,62.24,1.83,560,7.0,90.0,30.0,0.0,75.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,chocolate fudge,chocolate,2,40,9.1,9.3,38,50.99,1.27,560,7.0,0.0,30.0,0.0,75.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,chocolate peanut butter,chocolate,3,37,9.1,4.0,38,50.99,1.27,560,6.0,0.0,30.0,0.0,90.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,cinnamon toast cereal,other,3,37,9.1,10.0,38,50.99,1.27,570,6.0,0.0,30.0,0.0,105.0,0.0
MICELLAR CASEIN PROTEIN,Clean Gainer,RIVALUS,creamy vanilla,vanilla,2,41,9.1,8.2,38,50.99,1.27,560,7.0,0.0,30.0,0.0,75.0,0.0
MICELLAR CASEIN PROTEIN,Elite Casein Protein,Dymatize,rich chocolate,chocolate,2,25,8.7,8.0,725,29.99,1.2,130,2.0,2.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Elite Casein Protein,Dymatize,smooth vanilla,vanilla,2,27,8.7,7.5,725,29.99,1.2,130,1.5,2.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Elite Casein Protein,Dymatize,cinnamon bun,other,2,51,8.7,9.0,725,49.99,0.98,130,1.5,3.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Elite Casein Protein,Dymatize,cookies and cream,other,3,53,8.7,7.9,725,49.99,0.98,130,2.0,2.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Elite Casein Protein,Dymatize,rich chocolate,chocolate,2,50,8.7,8.0,725,49.99,0.98,130,2.0,2.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Elite Casein Protein,Dymatize,smooth vanilla,vanilla,2,55,8.7,7.5,725,49.99,0.98,130,1.5,2.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Nitro-Tech Casein Gold,MuscleTech,chocolate supreme,chocolate,2,36,8.4,8.4,536,34.99,0.97,110,0.5,2.0,24.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Nitro-Tech Casein Gold,MuscleTech,creamy vanilla,vanilla,2,36,8.4,6.6,536,34.99,0.97,100,0.0,2.0,24.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Nitro-Tech Casein Gold,MuscleTech,chocolate supreme,chocolate,2,71,8.4,8.4,536,57.99,0.81,110,0.5,2.0,24.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,chocolate,chocolate,1,2,9.4,9.6,71,22.49,0.87,140,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,cookies 'n cream,other,3,2,9.4,8.1,71,22.49,0.87,130,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,peanut butter cookie,pb,3,2,9.4,9.5,71,22.49,0.87,140,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,vanilla,vanilla,1,2,9.4,8.3,71,22.49,0.87,130,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,cookies 'n cream,other,3,4,9.4,8.1,71,37.49,0.71,130,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,vanilla,vanilla,1,4,9.4,8.3,71,37.49,0.71,130,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,chocolate,chocolate,1,4,9.4,9.6,71,49.99,0.98,140,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,100% All-Pro,Muscle Beach Nutrition,peanut butter cookie,pb,3,4,9.4,9.5,71,49.99,0.98,140,2.5,3.0,24.0,0.0,25.0,0.0
MICELLAR CASEIN PROTEIN,Super Mass Gainer,Dymatize,cookies & cream,other,3,6,8.2,7.8,210,28.99,3.62,1310,10.0,253.0,52.0,0.0,140.0,0.0
MICELLAR CASEIN PROTEIN,Super Mass Gainer,Dymatize,gourmet vanilla,vanilla,2,6,8.2,8.4,210,28.99,3.62,1260,9.0,246.0,52.0,0.0,140.0,0.0
MICELLAR CASEIN PROTEIN,Super Mass Gainer,Dymatize,rich chocolate,chocolate,2,6,8.2,8.5,210,28.99,3.62,1280,10.0,242.0,52.0,0.0,135.0,0.0
MICELLAR CASEIN PROTEIN,Super Mass Gainer,Dymatize,cookies & cream,other,3,12,8.2,7.8,210,47.99,3.0,1310,10.0,253.0,52.0,0.0,140.0,0.0
MICELLAR CASEIN PROTEIN,Super Mass Gainer,Dymatize,gourmet vanilla,vanilla,2,12,8.2,8.4,210,47.99,3.0,1260,9.0,246.0,52.0,0.0,140.0,0.0
MICELLAR CASEIN PROTEIN,Super Mass Gainer,Dymatize,rich chocolate,chocolate,2,12,8.2,8.5,210,47.99,3.0,1280,10.0,242.0,52.0,0.0,135.0,0.0
MICELLAR CASEIN PROTEIN,Pure Pro Shake 12 Bottles Cookies & Cream,ABB,cookies & cream,other,3,12,9.0,8.8,19,48.29,4.02,0,0.0,0.0,0.0,0.0,0.0,0.0
MICELLAR CASEIN PROTEIN,Native Fuel Micellar Casein Protein,Ascent,chocolate,chocolate,1,25,8.8,9.9,8,40.49,1.62,130,1.0,5.0,25.0,0.0,45.0,0.0
MICELLAR CASEIN PROTEIN,Native Fuel Micellar Casein Protein,Ascent,vanilla bean,vanilla,2,28,8.8,8.6,8,40.49,1.62,110,1.0,2.0,25.0,0.0,45.0,0.0
MICELLAR CASEIN PROTEIN,Muscle Matrix Protein 2 Lbs. Alpine Vanilla,NutraBio,alpine vanilla,vanilla,2,2973,8.0,7.4,9,39.99,1.38,110,0.5,1.0,25.0,0.0,10.0,0.0
MICELLAR CASEIN PROTEIN,Extreme Mass,NutraBio,chocolate,chocolate,1,156,9.1,9.1,2,49.99,3.33,650,6.0,100.0,53.0,0.0,115.0,0.0
MICELLAR CASEIN PROTEIN,CaseinFX,Allmax Nutrition,chocolate,chocolate,1,27,7.9,8.0,2,39.99,1.48,130,2.5,4.0,25.0,0.0,15.0,0.0
MICELLAR CASEIN PROTEIN,CaseinFX,Allmax Nutrition,vanilla,vanilla,1,27,7.9,6.5,2,39.99,1.48,130,2.5,3.0,25.0,0.0,20.0,0.0
MICELLAR CASEIN PROTEIN,Trutein Naturals,Body Nutrition,chocolate peanut butter cup,chocolate,4,2,9.1,9.4,23,52.99,1.96,120,1.5,5.0,24.0,0.0,0.0,0.0
MICELLAR CASEIN PROTEIN,Trutein Naturals,Body Nutrition,dark chocolate,chocolate,2,2,9.1,9.0,23,52.99,1.96,110,1.0,5.0,24.0,0.0,0.0,0.0
